Trial	Trial Start Raw Time [ms]	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category	Eye	Index	Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Start Raw Time [ms]	Event End Raw Time [ms]	Event Duration [ms]	Event Start Video Time [ms]	Event End Video Time [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Visual Intake Average Pupil Size X [px]	Visual Intake Average Pupil Size Y [px]	Visual Intake Average Pupil Diameter [mm]	Visual Intake Dispersion X [px]	Visual Intake Dispersion Y [px]	Saccade Start Position X [px]	Saccade Start Position Y [px]	Saccade End Position X [px]	Saccade End Position Y [px]	Saccade Amplitude [°]	Saccade Acceleration Average [°/s²]	Saccade Acceleration Peak [°/s²]	Saccade Deceleration Peak [°/s²]	Saccade Velocity Average [°/s]	Saccade Velocity Peak [°/s]	Saccade Peak Velocity at [%]	AOI Name	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	833	331921.6	332138.1	1227607.3	1227823.8	216.5	00:05:32:011	00:05:32:219	740.5	639.5	67.1	60.4	3.3	5.9	9.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	816	332138.1	332187.9	1227823.8	1227873.6	49.8	00:05:32:219	00:05:32:261	-	-	-	-	-	-	-	746.1	636.8	808.9	644.1	2.7	1810.6	4602.3	202.2	61.0	92.9	66.5	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	834	332187.9	332920.2	1227873.6	1228605.9	732.3	00:05:32:261	00:05:33:010	810.8	636.0	68.9	62.1	3.4	20.9	33.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	817	332920.2	332986.6	1228605.9	1228672.3	66.4	00:05:33:010	00:05:33:052	-	-	-	-	-	-	-	800.9	618.8	664.2	627.7	5.6	8711.3	17090.2	329.4	95.7	288.3	49.9	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	835	332986.6	333286.3	1228672.3	1228972.1	299.7	00:05:33:052	00:05:33:343	666.3	633.7	69.3	62.4	3.4	5.8	9.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	818	333286.3	333353.0	1228972.1	1229038.8	66.7	00:05:33:343	00:05:33:427	-	-	-	-	-	-	-	668.3	632.8	784.2	637.4	4.9	8572.8	16865.2	308.8	81.6	287.3	49.6	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	836	333353.0	333552.4	1229038.8	1229238.1	199.3	00:05:33:427	00:05:33:635	786.2	638.4	69.4	62.5	3.5	6.2	9.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	819	333552.4	333619.0	1229238.1	1229304.7	66.6	00:05:33:635	00:05:33:677	-	-	-	-	-	-	-	784.0	630.7	623.7	568.8	6.7	7891.6	14532.2	672.5	119.9	275.8	50.1	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	837	333619.0	333735.5	1229304.7	1229421.2	116.5	00:05:33:677	00:05:33:802	620.2	565.2	68.0	58.3	3.4	0.7	4.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	820	333735.5	333802.2	1229421.2	1229487.9	66.7	00:05:33:802	00:05:33:885	-	-	-	-	-	-	-	622.2	563.3	505.4	581.8	4.9	7824.8	14150.6	678.6	85.5	265.2	49.7	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	838	333802.2	333918.5	1229487.9	1229604.2	116.3	00:05:33:885	00:05:33:968	507.9	580.5	66.7	58.3	3.4	1.4	3.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	821	333918.5	334001.8	1229604.2	1229687.5	83.3	00:05:33:968	00:05:34:052	-	-	-	-	-	-	-	507.7	580.6	747.8	638.4	10.3	6373.6	14703.7	214.6	146.2	249.8	40.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	839	334001.8	334135.0	1229687.5	1229820.7	133.2	00:05:34:052	00:05:34:177	747.3	636.7	69.1	61.9	3.4	3.5	7.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	822	334135.0	334201.3	1229820.7	1229887.0	66.3	00:05:34:177	00:05:34:260	-	-	-	-	-	-	-	747.5	642.9	795.6	652.2	1.9	5292.0	11240.9	383.4	52.3	156.1	49.9	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	840	334201.3	334434.3	1229887.0	1230120.0	233.0	00:05:34:260	00:05:34:510	796.0	642.2	68.9	62.4	3.5	8.6	17.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	823	334434.3	334500.8	1230120.0	1230186.6	66.6	00:05:34:510	00:05:34:593	-	-	-	-	-	-	-	790.5	636.0	587.6	652.7	8.4	8141.0	14812.0	588.9	141.8	293.5	50.5	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	841	334500.8	334700.6	1230186.6	1230386.4	199.8	00:05:34:593	00:05:34:760	598.1	647.5	68.8	62.5	3.4	27.1	11.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	824	334700.6	334767.0	1230386.4	1230452.8	66.4	00:05:34:760	00:05:34:843	-	-	-	-	-	-	-	614.7	642.8	800.2	643.7	8.1	8425.8	15996.3	54.1	129.6	296.3	50.1	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	842	334767.0	334950.1	1230452.8	1230635.9	183.1	00:05:34:843	00:05:35:010	788.1	634.9	69.2	62.7	3.5	15.2	11.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	825	334950.1	335016.7	1230635.9	1230702.4	66.5	00:05:35:010	00:05:35:093	-	-	-	-	-	-	-	790.8	635.1	666.0	649.5	5.2	6269.5	11970.5	656.4	98.0	187.9	25.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	843	335016.7	335183.3	1230702.4	1230869.0	166.6	00:05:35:093	00:05:35:218	668.1	644.1	69.0	62.4	3.4	2.7	10.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	826	335183.3	335233.0	1230869.0	1230918.7	49.7	00:05:35:218	00:05:35:302	-	-	-	-	-	-	-	663.7	638.6	590.8	659.4	2.9	8527.2	12726.3	463.3	74.8	212.1	33.1	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	844	335233.0	335416.2	1230918.7	1231101.9	183.2	00:05:35:302	00:05:35:467	592.8	651.2	68.0	62.2	3.4	9.6	19.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	827	335416.2	335482.6	1231101.9	1231168.3	66.4	00:05:35:467	00:05:35:551	-	-	-	-	-	-	-	585.4	634.8	701.2	618.4	5.2	7664.5	14892.0	918.8	91.5	243.2	49.9	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	845	335482.6	335665.7	1231168.3	1231351.4	183.1	00:05:35:551	00:05:35:717	693.4	581.0	67.1	59.4	3.4	35.6	78.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	828	335665.7	335732.2	1231351.4	1231418.0	66.5	00:05:35:717	00:05:35:801	-	-	-	-	-	-	-	663.6	521.2	599.4	527.3	2.7	6846.9	14785.0	250.4	81.3	204.1	50.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	846	335732.2	336381.4	1231418.0	1232067.1	649.2	00:05:35:801	00:05:36:467	594.5	480.2	66.0	54.4	3.3	247.7	206.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	829	336381.4	336447.7	1232067.1	1232133.5	66.4	00:05:36:467	00:05:36:509	-	-	-	-	-	-	-	451.9	381.4	646.7	358.1	8.4	8257.7	14784.2	648.9	138.9	297.4	50.2	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	847	336447.7	336564.2	1232133.5	1232250.0	116.5	00:05:36:509	00:05:36:634	663.2	354.7	65.0	48.4	3.2	26.1	4.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	830	336564.2	336630.9	1232250.0	1232316.6	66.6	00:05:36:634	00:05:36:676	-	-	-	-	-	-	-	673.6	355.4	534.0	364.3	5.7	8952.8	17937.6	612.8	103.8	288.5	49.9	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	848	336630.9	336847.1	1232316.6	1232532.9	216.3	00:05:36:676	00:05:36:926	574.5	366.8	63.9	48.0	3.2	76.8	49.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	831	336847.1	336897.2	1232532.9	1232582.9	50.1	00:05:36:926	00:05:36:967	-	-	-	-	-	-	-	616.3	411.8	542.7	447.2	3.6	9366.6	13591.4	933.9	95.6	222.7	33.4	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	849	336897.2	337163.4	1232582.9	1232849.1	266.2	00:05:36:967	00:05:37:217	552.0	456.5	64.7	51.9	3.2	14.4	39.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	832	337163.4	337230.0	1232849.1	1232915.7	66.6	00:05:37:217	00:05:37:301	-	-	-	-	-	-	-	549.7	486.9	632.8	503.0	3.6	6384.2	12468.6	1009.5	65.9	204.2	49.8	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	850	337230.0	337379.8	1232915.7	1233065.6	149.8	00:05:37:301	00:05:37:426	634.3	503.0	65.3	54.9	3.2	9.1	13.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	833	337379.8	337446.2	1233065.6	1233131.9	66.3	00:05:37:426	00:05:37:509	-	-	-	-	-	-	-	644.1	516.2	581.7	530.9	2.7	5896.0	11853.3	368.9	69.9	181.2	49.9	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	851	337446.2	337612.7	1233131.9	1233298.5	166.6	00:05:37:509	00:05:37:676	611.2	514.1	64.0	54.5	3.2	60.0	36.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	834	337612.7	337679.1	1233298.5	1233364.9	66.4	00:05:37:676	00:05:37:717	-	-	-	-	-	-	-	651.5	488.3	736.4	468.1	4.0	4228.3	8707.6	492.9	68.1	168.5	49.9	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	852	337679.1	337895.4	1233364.9	1233581.2	216.3	00:05:37:717	00:05:37:967	779.3	471.5	63.3	52.2	3.2	50.7	26.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	835	337895.4	337962.0	1233581.2	1233647.7	66.5	00:05:37:967	00:05:38:051	-	-	-	-	-	-	-	789.3	489.9	851.4	493.2	2.6	7450.4	15895.9	493.1	71.6	213.0	50.1	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	853	337962.0	338444.6	1233647.7	1234130.3	482.6	00:05:38:051	00:05:38:508	769.0	512.6	63.8	54.2	3.2	123.7	28.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	836	338444.6	338511.1	1234130.3	1234196.8	66.5	00:05:38:508	00:05:38:591	-	-	-	-	-	-	-	726.0	523.6	821.5	509.2	4.2	5419.1	10241.9	152.6	68.3	198.7	50.1	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	854	338511.1	338644.2	1234196.8	1234330.0	133.1	00:05:38:591	00:05:38:716	813.2	511.9	63.4	54.1	3.2	5.8	12.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	837	338644.2	338710.8	1234330.0	1234396.5	66.6	00:05:38:716	00:05:38:800	-	-	-	-	-	-	-	814.7	519.2	662.3	549.6	6.5	9295.7	18432.6	463.0	108.4	336.3	50.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	855	338710.8	338893.8	1234396.5	1234579.5	183.0	00:05:38:800	00:05:38:966	638.7	539.4	63.5	54.4	3.2	37.9	18.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	838	338893.8	338960.4	1234579.5	1234646.2	66.6	00:05:38:966	00:05:39:008	-	-	-	-	-	-	-	615.4	558.9	534.1	594.9	3.8	7176.5	13719.2	613.2	69.4	232.1	50.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	856	338960.4	339276.6	1234646.2	1234962.3	316.1	00:05:39:008	00:05:39:341	511.0	592.8	63.1	57.1	3.2	32.3	50.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	839	339276.6	339326.4	1234962.3	1235012.2	49.9	00:05:39:341	00:05:39:383	-	-	-	-	-	-	-	506.6	620.3	475.0	574.4	2.2	2067.5	2929.1	572.0	54.5	98.6	66.7	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	857	339326.4	339642.7	1235012.2	1235328.4	316.2	00:05:39:383	00:05:39:716	498.6	565.0	62.6	55.1	3.2	103.2	25.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	840	339642.7	339709.2	1235328.4	1235394.9	66.5	00:05:39:716	00:05:39:800	-	-	-	-	-	-	-	573.0	549.5	708.2	525.5	6.0	6421.2	12405.9	613.6	100.6	227.2	50.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	858	339709.2	339875.6	1235394.9	1235561.3	166.4	00:05:39:800	00:05:39:925	745.4	514.7	63.1	53.1	3.2	47.2	28.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	841	339875.6	339942.2	1235561.3	1235627.9	66.6	00:05:39:925	00:05:40:008	-	-	-	-	-	-	-	767.3	496.1	666.2	493.4	4.1	6060.5	12100.3	734.9	79.6	184.3	50.2	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	859	339942.2	340175.2	1235627.9	1235860.9	233.0	00:05:40:008	00:05:40:216	657.5	496.3	63.3	52.4	3.1	17.7	10.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	842	340175.2	340241.8	1235860.9	1235927.6	66.7	00:05:40:216	00:05:40:300	-	-	-	-	-	-	-	648.8	497.9	750.2	512.7	4.4	6488.2	12693.6	612.6	72.5	227.5	49.9	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	860	340241.8	340374.9	1235927.6	1236060.6	133.0	00:05:40:300	00:05:40:425	745.5	510.6	63.5	53.1	3.2	6.4	4.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	843	340374.9	340424.8	1236060.6	1236110.5	49.9	00:05:40:425	00:05:40:508	-	-	-	-	-	-	-	743.2	510.1	666.1	570.1	4.2	5143.6	10215.7	176.2	92.4	170.3	33.3	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	861	340424.8	340657.9	1236110.5	1236343.6	233.1	00:05:40:508	00:05:40:716	691.0	570.6	64.1	55.6	3.2	33.7	14.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	844	340657.9	340724.4	1236343.6	1236410.2	66.5	00:05:40:716	00:05:40:800	-	-	-	-	-	-	-	701.8	579.8	832.8	569.2	5.6	8201.0	15730.0	187.6	93.2	276.5	49.8	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	862	340724.4	341007.1	1236410.2	1236692.9	282.7	00:05:40:800	00:05:41:091	800.0	564.9	65.2	56.4	3.2	72.3	16.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	845	341007.1	341073.8	1236692.9	1236759.6	66.7	00:05:41:091	00:05:41:133	-	-	-	-	-	-	-	760.4	551.8	648.6	576.7	4.9	5693.6	11223.8	189.7	88.9	171.4	50.2	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	863	341073.8	341273.3	1236759.6	1236959.1	199.5	00:05:41:133	00:05:41:340	650.7	577.4	65.3	57.0	3.2	5.9	4.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	846	341273.3	341323.3	1236959.1	1237009.0	50.0	00:05:41:340	00:05:41:424	-	-	-	-	-	-	-	655.6	579.1	624.9	603.9	1.3	1819.2	3062.6	918.0	40.7	63.4	66.8	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	864	341323.3	341473.1	1237009.0	1237158.8	149.7	00:05:41:424	00:05:41:549	637.7	604.0	65.2	58.9	3.2	16.8	2.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	847	341473.1	341539.7	1237158.8	1237225.4	66.6	00:05:41:549	00:05:41:590	-	-	-	-	-	-	-	639.6	604.3	727.0	597.0	3.8	5394.5	12330.3	200.3	65.8	198.2	50.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	865	341539.7	341756.1	1237225.4	1237441.8	216.4	00:05:41:590	00:05:41:840	700.7	589.3	66.6	58.7	3.3	48.6	13.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	848	341756.1	341822.6	1237441.8	1237508.3	66.5	00:05:41:840	00:05:41:882	-	-	-	-	-	-	-	677.9	592.8	526.0	569.5	6.3	7626.2	13032.9	457.4	108.7	281.7	49.8	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	866	341822.6	342039.1	1237508.3	1237724.8	216.5	00:05:41:882	00:05:42:090	520.5	564.3	64.0	56.3	3.2	10.8	16.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Blink	Binocular	14	342039.1	342488.3	1237724.8	1238174.0	449.2	00:05:42:090	00:05:42:549	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	867	342488.3	342737.9	1238174.0	1238423.6	249.6	00:05:42:549	00:05:42:799	688.2	544.4	67.7	58.9	3.4	13.3	30.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	849	342737.9	342804.4	1238423.6	1238490.1	66.5	00:05:42:799	00:05:42:882	-	-	-	-	-	-	-	683.5	563.3	613.6	607.4	3.5	6721.3	14029.7	46.8	72.8	213.6	49.8	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	868	342804.4	343087.1	1238490.1	1238772.9	282.8	00:05:42:882	00:05:43:174	629.4	606.3	65.5	58.8	3.3	40.6	11.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	850	343087.1	343153.8	1238772.9	1238839.5	66.6	00:05:43:174	00:05:43:215	-	-	-	-	-	-	-	658.3	595.3	735.9	648.5	4.0	3879.5	9193.4	194.1	73.3	164.2	50.2	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	869	343153.8	343603.3	1238839.5	1239289.0	449.5	00:05:43:215	00:05:43:674	751.3	631.9	64.0	57.5	3.2	41.8	33.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
