Trial	Trial Start Raw Time [ms]	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category	Eye	Index	Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Start Raw Time [ms]	Event End Raw Time [ms]	Event Duration [ms]	Event Start Video Time [ms]	Event End Video Time [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Visual Intake Average Pupil Size X [px]	Visual Intake Average Pupil Size Y [px]	Visual Intake Average Pupil Diameter [mm]	Visual Intake Dispersion X [px]	Visual Intake Dispersion Y [px]	Saccade Start Position X [px]	Saccade Start Position Y [px]	Saccade End Position X [px]	Saccade End Position Y [px]	Saccade Amplitude [°]	Saccade Acceleration Average [°/s²]	Saccade Acceleration Peak [°/s²]	Saccade Deceleration Peak [°/s²]	Saccade Velocity Average [°/s]	Saccade Velocity Peak [°/s]	Saccade Peak Velocity at [%]	AOI Name	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	242	99907.6	99957.5	995593.3	995643.2	49.9	00:01:40:007	00:01:40:048	-	-	-	-	-	-	-	803.7	542.6	828.9	552.6	1.0	1991.6	4076.0	503.8	26.6	71.0	66.7	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	247	99957.5	100223.8	995643.2	995909.5	266.2	00:01:40:048	00:01:40:298	832.4	555.2	63.3	54.9	3.2	11.0	11.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	243	100223.8	100257.0	995909.5	995942.8	33.3	00:01:40:298	00:01:40:298	-	-	-	-	-	-	-	840.6	565.8	865.1	571.6	1.0	2206.3	3293.0	1119.5	43.0	69.7	50.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	248	100257.0	100523.3	995942.8	996209.0	266.3	00:01:40:298	00:01:40:590	866.1	570.1	64.3	55.8	3.2	8.6	9.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	244	100523.3	100556.6	996209.0	996242.3	33.3	00:01:40:590	00:01:40:632	-	-	-	-	-	-	-	871.0	565.5	897.0	562.2	1.1	2060.5	4121.0	0.1	38.4	72.6	50.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	249	100556.6	100856.3	996242.3	996542.1	299.8	00:01:40:632	00:01:40:923	876.0	557.9	64.3	55.9	3.2	25.0	9.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	245	100856.3	100906.1	996542.1	996591.8	49.7	00:01:40:923	00:01:41:007	-	-	-	-	-	-	-	868.4	555.6	911.2	565.7	1.7	1352.6	3259.2	111.1	41.6	66.4	66.5	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	250	100906.1	101288.7	996591.8	996974.5	382.7	00:01:41:007	00:01:41:382	907.8	555.5	64.5	56.5	3.2	24.3	22.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	246	101288.7	101338.9	996974.5	997024.6	50.1	00:01:41:382	00:01:41:423	-	-	-	-	-	-	-	890.0	544.9	921.0	563.0	1.4	1759.1	2885.6	333.9	36.1	73.7	66.4	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	251	101338.9	101521.9	997024.6	997207.6	183.0	00:01:41:423	00:01:41:590	927.8	568.6	65.1	57.4	3.3	34.8	14.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	247	101521.9	101704.8	997207.6	997390.5	182.9	00:01:41:590	00:01:41:798	-	-	-	-	-	-	-	956.1	577.4	487.8	715.6	20.8	3519.9	17288.4	145.4	132.3	271.6	18.1	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	252	101704.8	101854.5	997390.5	997540.3	149.7	00:01:41:798	00:01:41:923	520.1	644.7	65.4	60.1	3.2	46.5	84.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	248	101854.5	101937.7	997540.3	997623.4	83.2	00:01:41:923	00:01:42:007	-	-	-	-	-	-	-	541.7	616.4	563.7	827.4	8.6	10166.6	16015.4	305.9	146.2	376.2	40.1	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	253	101937.7	102037.5	997623.4	997723.3	99.8	00:01:42:007	00:01:42:131	569.1	798.0	66.5	64.8	3.2	10.4	34.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	249	102037.5	102087.5	997723.3	997773.2	49.9	00:01:42:131	00:01:42:172	-	-	-	-	-	-	-	562.6	789.8	509.5	797.0	3.0	2426.0	4924.6	4.6	61.1	114.9	66.7	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	254	102087.5	102436.9	997773.2	998122.7	349.5	00:01:42:172	00:01:42:506	523.1	746.0	66.6	64.1	3.3	52.2	206.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	250	102436.9	102520.1	998122.7	998205.8	83.2	00:01:42:506	00:01:42:589	-	-	-	-	-	-	-	482.5	611.8	753.9	525.5	13.3	9261.7	22599.1	469.0	178.5	388.3	40.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	255	102520.1	103568.5	998205.8	999254.2	1048.4	00:01:42:589	00:01:43:631	655.1	471.6	67.0	55.4	3.3	135.4	70.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	251	103568.5	103651.7	999254.2	999337.4	83.2	00:01:43:631	00:01:43:714	-	-	-	-	-	-	-	631.1	458.8	566.0	308.0	6.8	4493.3	5994.6	213.3	103.9	184.8	40.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	256	103651.7	104150.8	999337.4	999836.6	499.1	00:01:43:714	00:01:44:214	621.9	356.4	66.8	50.3	3.2	89.3	210.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	252	104150.8	104234.3	999836.6	999920.0	83.4	00:01:44:214	00:01:44:339	-	-	-	-	-	-	-	630.4	434.1	425.0	460.8	11.3	8663.2	18106.1	10.9	130.9	350.4	40.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	257	104234.3	104400.5	999920.0	1000086.2	166.2	00:01:44:339	00:01:44:506	448.1	468.2	63.3	55.1	3.2	31.3	8.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	253	104400.5	104483.8	1000086.2	1000169.5	83.3	00:01:44:506	00:01:44:547	-	-	-	-	-	-	-	463.8	471.3	753.9	426.5	14.1	7205.8	15950.5	698.3	163.8	364.4	60.3	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	258	104483.8	104899.6	1000169.5	1000585.4	415.9	00:01:44:547	00:01:45:005	757.5	468.5	66.4	55.0	3.3	22.2	98.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	254	104899.6	104966.2	1000585.4	1000651.9	66.6	00:01:45:005	00:01:45:046	-	-	-	-	-	-	-	750.3	515.6	834.2	487.5	4.5	8002.4	16789.9	1.7	87.9	244.3	50.1	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	259	104966.2	105199.2	1000651.9	1000884.9	233.0	00:01:45:046	00:01:45:296	806.3	437.5	64.4	51.9	3.2	38.2	48.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	255	105199.2	105265.7	1000884.9	1000951.5	66.6	00:01:45:296	00:01:45:338	-	-	-	-	-	-	-	792.0	434.4	662.9	450.0	5.5	7458.9	14918.5	727.9	93.5	240.7	50.5	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	260	105265.7	105864.8	1000951.5	1001550.5	599.1	00:01:45:338	00:01:45:921	695.6	419.3	63.6	50.9	3.2	52.5	52.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	256	105864.8	105914.7	1001550.5	1001600.5	49.9	00:01:45:921	00:01:46:005	-	-	-	-	-	-	-	715.4	433.8	787.1	433.5	3.1	3362.9	7424.6	304.6	69.5	161.0	66.6	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	261	105914.7	105997.9	1001600.5	1001683.7	83.2	00:01:46:005	00:01:46:088	789.1	434.6	61.8	49.8	3.1	2.4	3.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	257	105997.9	106064.5	1001683.7	1001750.2	66.6	00:01:46:088	00:01:46:130	-	-	-	-	-	-	-	789.8	432.9	915.2	419.1	5.3	7893.6	14489.2	826.8	89.0	272.0	50.2	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	262	106064.5	106364.0	1001750.2	1002049.8	299.6	00:01:46:130	00:01:46:463	908.7	407.5	59.2	47.2	3.1	15.1	28.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	258	106364.0	106430.5	1002049.8	1002116.3	66.5	00:01:46:463	00:01:46:505	-	-	-	-	-	-	-	893.4	383.2	819.1	380.3	3.0	5406.8	10206.0	404.5	58.0	181.7	50.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	263	106430.5	106680.2	1002116.3	1002365.9	249.6	00:01:46:505	00:01:46:755	781.9	365.3	59.5	44.9	3.0	65.2	26.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	259	106680.2	106746.8	1002365.9	1002432.5	66.6	00:01:46:755	00:01:46:838	-	-	-	-	-	-	-	745.0	354.7	601.9	423.7	6.7	7253.5	16918.1	526.5	112.7	300.3	50.2	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	264	106746.8	106963.1	1002432.5	1002648.8	216.3	00:01:46:838	00:01:47:046	597.3	416.3	59.9	47.0	2.9	11.1	9.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	260	106963.1	107029.6	1002648.8	1002715.4	66.5	00:01:47:046	00:01:47:130	-	-	-	-	-	-	-	605.2	423.9	622.5	543.6	4.9	7694.2	14454.0	776.4	93.5	247.5	50.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	265	107029.6	108011.6	1002715.4	1003697.4	982.0	00:01:47:130	00:01:48:087	684.3	558.3	60.5	52.9	3.0	87.7	43.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	261	108011.6	108078.2	1003697.4	1003763.9	66.6	00:01:48:087	00:01:48:170	-	-	-	-	-	-	-	677.8	549.4	685.9	459.4	3.8	4427.6	7988.8	301.1	66.1	162.6	49.6	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	266	108078.2	108261.0	1003763.9	1003946.8	182.8	00:01:48:170	00:01:48:337	691.6	450.1	60.8	49.8	3.0	20.5	34.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	262	108261.0	108327.8	1003946.8	1004013.5	66.7	00:01:48:337	00:01:48:420	-	-	-	-	-	-	-	707.3	478.7	860.3	474.8	5.0	6958.7	13790.4	467.3	112.5	228.7	49.8	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	267	108327.8	108627.0	1004013.5	1004312.8	299.3	00:01:48:420	00:01:48:712	867.6	471.3	60.9	50.6	3.1	13.6	20.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	263	108627.0	108693.6	1004312.8	1004379.4	66.6	00:01:48:712	00:01:48:754	-	-	-	-	-	-	-	867.5	463.4	994.3	549.3	6.1	9067.8	16853.2	598.6	137.3	264.2	25.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	268	108693.6	108976.5	1004379.4	1004662.2	282.9	00:01:48:754	00:01:49:045	950.1	515.4	61.4	53.5	3.2	63.3	52.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	264	108976.5	109059.7	1004662.2	1004745.4	83.2	00:01:49:045	00:01:49:129	-	-	-	-	-	-	-	919.7	494.7	724.3	414.5	8.1	8596.9	18401.0	322.0	122.9	341.9	40.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	269	109059.7	109209.4	1004745.4	1004895.2	149.8	00:01:49:129	00:01:49:295	722.9	405.0	63.4	49.6	3.2	7.5	18.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	265	109209.4	109259.5	1004895.2	1004945.2	50.0	00:01:49:295	00:01:49:337	-	-	-	-	-	-	-	730.6	396.9	754.9	356.7	2.2	2526.4	5031.9	250.0	46.1	83.4	33.4	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	270	109259.5	109375.9	1004945.2	1005061.7	116.4	00:01:49:337	00:01:49:462	777.1	380.1	62.9	47.9	3.1	34.2	34.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	266	109375.9	109442.4	1005061.7	1005128.2	66.5	00:01:49:462	00:01:49:504	-	-	-	-	-	-	-	798.2	408.3	654.8	339.6	6.3	7204.7	12298.4	665.1	120.8	228.3	50.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	271	109442.4	109741.9	1005128.2	1005427.7	299.5	00:01:49:504	00:01:49:837	652.4	364.4	62.7	47.1	3.1	18.4	50.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	267	109741.9	109808.5	1005427.7	1005494.3	66.6	00:01:49:837	00:01:49:879	-	-	-	-	-	-	-	638.0	395.2	800.9	517.3	8.4	9952.7	18504.8	205.4	150.6	296.2	50.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	272	109808.5	110158.0	1005494.3	1005843.7	349.4	00:01:49:879	00:01:50:254	773.7	508.4	64.0	53.9	3.2	36.0	23.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	268	110158.0	110191.2	1005843.7	1005877.0	33.3	00:01:50:254	00:01:50:295	-	-	-	-	-	-	-	765.8	486.1	720.7	476.9	1.9	3856.5	7145.2	567.7	74.3	127.3	50.1	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	273	110191.2	111356.0	1005877.0	1007041.8	1164.8	00:01:50:295	00:01:51:461	748.2	453.5	62.1	50.6	3.1	38.3	79.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	269	111356.0	111406.0	1007041.8	1007091.7	49.9	00:01:51:461	00:01:51:503	-	-	-	-	-	-	-	746.3	465.4	743.0	451.1	0.4	465.2	863.1	238.0	16.7	27.1	66.7	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	274	111406.0	111638.9	1007091.7	1007324.7	233.0	00:01:51:503	00:01:51:711	745.9	415.3	61.0	48.0	3.0	10.5	50.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	270	111638.9	111722.2	1007324.7	1007408.0	83.3	00:01:51:711	00:01:51:794	-	-	-	-	-	-	-	753.1	401.4	887.7	341.1	6.5	5246.0	11722.7	1006.7	86.0	215.9	40.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	275	111722.2	111905.2	1007408.0	1007590.9	182.9	00:01:51:794	00:01:52:003	892.6	361.6	59.0	45.1	3.0	10.2	27.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	271	111905.2	111955.1	1007590.9	1007640.8	49.9	00:01:52:003	00:01:52:044	-	-	-	-	-	-	-	896.0	376.3	975.4	360.2	2.5	2999.4	7183.1	0.0	77.6	119.1	33.3	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	276	111955.1	112071.6	1007640.8	1007757.3	116.5	00:01:52:044	00:01:52:169	964.5	370.0	57.9	45.1	3.0	11.1	9.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	272	112071.6	112138.1	1007757.3	1007823.9	66.5	00:01:52:169	00:01:52:211	-	-	-	-	-	-	-	956.4	375.2	710.1	291.4	10.0	10265.6	18842.3	605.2	182.5	354.3	50.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	277	112138.1	112287.9	1007823.9	1007973.6	149.8	00:01:52:211	00:01:52:378	705.6	280.2	59.3	41.7	2.9	7.9	22.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	273	112287.9	112354.4	1007973.6	1008040.2	66.5	00:01:52:378	00:01:52:419	-	-	-	-	-	-	-	698.6	263.7	586.2	278.0	4.4	7562.0	14781.0	423.9	83.8	255.1	50.0	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	278	112354.4	112520.9	1008040.2	1008206.6	166.4	00:01:52:419	00:01:52:628	576.9	265.1	59.2	41.2	2.9	14.2	17.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	274	112520.9	112587.4	1008206.6	1008273.2	66.6	00:01:52:628	00:01:52:669	-	-	-	-	-	-	-	572.3	257.1	413.4	228.2	6.6	7566.2	14720.5	749.8	110.4	245.7	52.7	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	279	112587.4	112753.9	1008273.2	1008439.6	166.4	00:01:52:669	00:01:52:794	428.4	226.0	58.4	39.8	2.9	34.8	8.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	275	112753.9	112787.1	1008439.6	1008472.9	33.3	00:01:52:794	00:01:52:836	-	-	-	-	-	-	-	445.2	235.5	409.7	235.2	1.7	3299.9	5583.3	1016.6	56.6	98.7	49.9	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	280	112787.1	113003.4	1008472.9	1008689.2	216.3	00:01:52:836	00:01:53:086	445.4	240.9	58.3	40.7	2.9	43.2	5.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	276	113003.4	113219.8	1008689.2	1008905.5	216.3	00:01:53:086	00:01:53:294	-	-	-	-	-	-	-	473.6	246.1	742.3	226.7	11.6	4066.8	16932.1	382.9	61.8	320.4	84.6	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	281	113219.8	113303.3	1008905.5	1008989.0	83.5	00:01:53:294	00:01:53:378	737.7	213.7	59.6	40.4	3.0	7.1	14.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	277	113303.3	113469.4	1008989.0	1009155.1	166.1	00:01:53:378	00:01:53:544	-	-	-	-	-	-	-	731.2	209.9	694.0	711.9	21.9	3469.5	16818.7	25.1	143.0	293.1	19.9	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Visual Intake	Binocular	282	113469.4	113619.1	1009155.1	1009304.9	149.8	00:01:53:544	00:01:53:711	683.8	700.0	61.9	57.0	3.0	18.3	27.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	895685.7	Connor-2-recording.avi	0.0	560973.6	Connor (1)	CornflowerBlue	99.5	Eye	Saccade	Binocular	278	113619.1	113685.8	1009304.9	1009371.5	66.6	00:01:53:711	00:01:53:752	-	-	-	-	-	-	-	691.7	722.3	709.6	908.9	9.6	10695.5	19270.8	115.7	164.2	365.1	50.0	-	-	-	-	-	-	-	-	-
