Trial	Trial Start Raw Time [ms]	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category	Eye	Index	Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Start Raw Time [ms]	Event End Raw Time [ms]	Event Duration [ms]	Event Start Video Time [ms]	Event End Video Time [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Visual Intake Average Pupil Size X [px]	Visual Intake Average Pupil Size Y [px]	Visual Intake Average Pupil Diameter [mm]	Visual Intake Dispersion X [px]	Visual Intake Dispersion Y [px]	Saccade Start Position X [px]	Saccade Start Position Y [px]	Saccade End Position X [px]	Saccade End Position Y [px]	Saccade Amplitude [°]	Saccade Acceleration Average [°/s²]	Saccade Acceleration Peak [°/s²]	Saccade Deceleration Peak [°/s²]	Saccade Velocity Average [°/s]	Saccade Velocity Peak [°/s]	Saccade Peak Velocity at [%]	AOI Name	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	235	135084.5	135151.1	342466.5	342533.0	66.5	00:02:15:165	00:02:15:249	-	-	-	-	-	-	-	483.3	608.5	664.9	496.3	10.3	7918.7	12437.1	184.1	149.9	310.3	50.0	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	238	135151.1	135367.4	342533.0	342749.4	216.4	00:02:15:249	00:02:15:457	658.5	494.5	50.3	40.6	2.6	7.5	6.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	236	135367.4	135417.3	342749.4	342799.3	49.9	00:02:15:457	00:02:15:499	-	-	-	-	-	-	-	653.2	494.8	702.8	500.2	1.9	2053.0	2984.9	290.0	48.3	93.2	66.6	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	239	135417.3	135633.7	342799.3	343015.6	216.3	00:02:15:499	00:02:15:707	700.0	494.2	50.0	40.1	2.6	5.7	10.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	237	135633.7	135700.2	343015.6	343082.2	66.5	00:02:15:707	00:02:15:749	-	-	-	-	-	-	-	697.3	500.3	652.0	497.3	1.9	2255.0	4250.0	231.7	32.8	85.6	50.0	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	240	135700.2	135800.1	343082.2	343182.0	99.9	00:02:15:749	00:02:15:874	647.6	496.1	49.5	38.7	2.6	10.5	3.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Blink	Binocular	4	135800.1	135966.5	343182.0	343348.4	166.4	00:02:15:874	00:02:16:040	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	241	135966.5	136083.0	343348.4	343464.9	116.5	00:02:16:040	00:02:16:165	604.1	519.1	49.1	40.9	2.6	5.3	21.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	238	136083.0	136132.9	343464.9	343514.8	49.9	00:02:16:165	00:02:16:207	-	-	-	-	-	-	-	603.0	530.7	559.5	543.5	2.1	2091.5	4546.8	190.1	44.4	75.5	33.3	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	242	136132.9	136498.9	343514.8	343880.9	366.1	00:02:16:207	00:02:16:582	573.8	547.1	48.7	41.0	2.6	21.3	9.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	239	136498.9	136548.9	343880.9	343930.8	49.9	00:02:16:582	00:02:16:624	-	-	-	-	-	-	-	577.2	545.5	557.4	547.0	0.9	1092.7	1444.8	887.1	20.8	34.1	66.7	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	243	136548.9	136698.7	343930.8	344080.6	149.8	00:02:16:624	00:02:16:790	555.7	542.6	47.3	39.6	2.5	5.0	10.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	240	136698.7	136748.6	344080.6	344130.5	49.9	00:02:16:790	00:02:16:832	-	-	-	-	-	-	-	558.6	538.1	614.4	534.4	2.6	6744.3	10170.4	723.5	59.8	162.3	33.2	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	244	136748.6	136914.9	344130.5	344296.9	166.3	00:02:16:832	00:02:16:999	613.4	529.7	46.7	38.1	2.4	5.3	6.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	241	136914.9	136981.5	344296.9	344363.5	66.6	00:02:16:999	00:02:17:040	-	-	-	-	-	-	-	617.3	528.2	689.0	532.0	3.5	5954.9	12011.5	462.4	55.9	189.6	50.0	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	245	136981.5	137181.2	344363.5	344563.2	199.7	00:02:17:040	00:02:17:248	689.4	529.6	45.1	37.9	2.4	2.6	5.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	242	137181.2	137231.1	344563.2	344613.1	49.9	00:02:17:248	00:02:17:331	-	-	-	-	-	-	-	689.7	527.7	674.9	531.4	0.7	493.0	1085.2	79.1	14.4	23.7	66.7	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	246	137231.1	137414.2	344613.1	344796.1	183.1	00:02:17:331	00:02:17:498	674.7	528.4	43.9	37.6	2.3	2.2	3.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	243	137414.2	137447.4	344796.1	344829.4	33.2	00:02:17:498	00:02:17:539	-	-	-	-	-	-	-	675.2	526.9	723.6	532.1	2.3	4113.0	8056.9	169.2	68.4	135.0	50.0	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	247	137447.4	137630.5	344829.4	345012.5	183.1	00:02:17:539	00:02:17:706	729.7	529.9	43.5	36.5	2.3	5.9	4.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	244	137630.5	137680.4	345012.5	345062.4	49.9	00:02:17:706	00:02:17:748	-	-	-	-	-	-	-	730.8	528.6	757.9	530.5	1.2	2414.7	3710.7	437.4	26.3	62.9	33.3	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	248	137680.4	137780.2	345062.4	345162.2	99.8	00:02:17:748	00:02:17:873	757.5	531.5	44.0	36.0	2.3	2.5	1.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	245	137780.2	137846.8	345162.2	345228.8	66.6	00:02:17:873	00:02:17:914	-	-	-	-	-	-	-	757.6	531.7	609.9	541.3	6.7	7921.9	15691.1	416.2	103.2	298.2	50.0	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	249	137846.8	138079.8	345228.8	345461.7	233.0	00:02:17:914	00:02:18:164	608.5	539.8	44.7	37.1	2.3	4.0	2.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	246	138079.8	138129.7	345461.7	345511.7	49.9	00:02:18:164	00:02:18:206	-	-	-	-	-	-	-	610.2	539.3	648.4	542.9	1.8	1297.1	3432.4	224.2	36.9	55.1	33.3	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	250	138129.7	138346.0	345511.7	345728.0	216.3	00:02:18:206	00:02:18:456	647.3	542.3	47.6	39.5	2.5	4.4	5.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	247	138346.0	138395.9	345728.0	345777.9	49.9	00:02:18:456	00:02:18:498	-	-	-	-	-	-	-	648.0	540.8	693.2	546.8	2.1	1856.3	2877.4	439.0	43.2	81.6	66.8	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	251	138395.9	138545.7	345777.9	345927.6	149.7	00:02:18:498	00:02:18:623	689.8	541.9	47.0	40.1	2.5	2.5	7.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	248	138545.7	138579.0	345927.6	345960.9	33.3	00:02:18:623	00:02:18:664	-	-	-	-	-	-	-	688.2	538.3	673.6	539.8	0.8	1306.3	2369.6	243.0	21.1	40.7	50.0	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	252	138579.0	138845.3	345960.9	346227.2	266.3	00:02:18:664	00:02:18:914	674.5	539.8	48.4	41.4	2.6	5.0	3.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	249	138845.3	138895.1	346227.2	346277.1	49.9	00:02:18:914	00:02:18:998	-	-	-	-	-	-	-	675.1	541.9	705.8	544.4	1.4	2514.9	3969.9	385.8	29.7	69.4	33.3	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	253	138895.1	139144.7	346277.1	346526.7	249.6	00:02:18:998	00:02:19:206	707.1	542.1	49.8	41.9	2.6	5.4	7.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	250	139144.7	139194.6	346526.7	346576.6	49.9	00:02:19:206	00:02:19:289	-	-	-	-	-	-	-	707.7	541.1	686.5	541.1	1.0	1071.0	1542.7	541.1	21.4	38.5	66.8	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	254	139194.6	139427.6	346576.6	346809.5	233.0	00:02:19:289	00:02:19:498	687.0	539.7	49.7	41.9	2.6	6.4	3.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	251	139427.6	139460.9	346809.5	346842.9	33.3	00:02:19:498	00:02:19:539	-	-	-	-	-	-	-	683.8	539.8	660.2	541.8	1.2	2032.5	3591.7	473.2	35.6	65.5	50.1	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	255	139460.9	139627.3	346842.9	347009.3	166.4	00:02:19:539	00:02:19:706	668.3	542.4	50.0	41.9	2.6	3.0	1.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	252	139627.3	139677.3	347009.3	347059.2	49.9	00:02:19:706	00:02:19:748	-	-	-	-	-	-	-	671.0	541.3	704.0	543.1	1.5	1416.0	2591.2	195.5	31.8	66.7	66.6	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	256	139677.3	139843.7	347059.2	347225.6	166.4	00:02:19:748	00:02:19:914	696.5	542.4	49.1	41.9	2.6	5.1	4.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	253	139843.7	139910.2	347225.6	347292.1	66.5	00:02:19:914	00:02:19:998	-	-	-	-	-	-	-	696.0	540.1	747.4	544.6	2.4	4901.4	10488.0	110.1	48.5	150.1	50.1	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	257	139910.2	140259.6	347292.1	347641.6	349.5	00:02:19:998	00:02:20:330	747.4	541.5	48.6	41.3	2.6	5.2	5.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	254	140259.6	140309.5	347641.6	347691.5	49.9	00:02:20:330	00:02:20:413	-	-	-	-	-	-	-	743.7	539.5	783.7	539.8	1.9	1440.2	2889.8	233.1	37.8	65.4	66.6	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	258	140309.5	140509.2	347691.5	347891.1	199.7	00:02:20:413	00:02:20:622	779.0	536.5	47.8	40.7	2.5	3.1	10.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	255	140509.2	140542.5	347891.1	347924.4	33.3	00:02:20:622	00:02:20:622	-	-	-	-	-	-	-	779.3	528.8	792.9	528.0	1.5	1161.5	2080.1	242.8	20.7	37.2	50.9	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	259	140542.5	140775.7	347924.4	348157.6	233.2	00:02:20:622	00:02:20:872	804.6	525.5	47.6	40.8	2.5	5.0	5.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	256	140775.7	140825.5	348157.6	348207.5	49.8	00:02:20:872	00:02:20:913	-	-	-	-	-	-	-	805.0	521.2	846.2	525.7	2.0	1433.4	2310.3	174.5	40.2	72.7	66.4	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	260	140825.5	141058.5	348207.5	348440.5	233.0	00:02:20:913	00:02:21:163	837.2	518.4	45.6	40.1	2.4	7.1	7.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	257	141058.5	141142.4	348440.5	348524.3	83.8	00:02:21:163	00:02:21:247	-	-	-	-	-	-	-	839.6	517.6	535.9	512.3	14.6	10035.4	17242.4	824.8	180.3	415.2	39.5	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	261	141142.4	141308.3	348524.3	348690.2	165.9	00:02:21:247	00:02:21:372	556.9	535.4	48.5	39.8	2.5	5.3	7.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	258	141308.3	141341.3	348690.2	348723.2	33.0	00:02:21:372	00:02:21:413	-	-	-	-	-	-	-	557.3	533.9	548.3	540.3	0.5	1007.0	1925.2	88.9	17.4	30.6	50.3	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	262	141341.3	141491.0	348723.2	348873.0	149.7	00:02:21:413	00:02:21:580	549.6	546.0	48.9	41.0	2.6	2.7	6.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	259	141491.0	141541.0	348873.0	348922.9	49.9	00:02:21:580	00:02:21:622	-	-	-	-	-	-	-	547.4	548.4	592.1	550.6	2.0	1621.3	3859.6	308.3	43.6	64.3	66.6	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	263	141541.0	141807.3	348922.9	349189.2	266.4	00:02:21:622	00:02:21:913	591.6	551.2	49.8	41.8	2.6	2.2	4.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	260	141807.3	141857.4	349189.2	349239.3	50.1	00:02:21:913	00:02:21:913	-	-	-	-	-	-	-	593.0	552.2	552.4	556.8	1.9	1892.5	3797.8	129.1	39.4	88.2	66.3	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	264	141857.4	142090.1	349239.3	349472.0	232.7	00:02:21:913	00:02:22:163	556.0	552.9	48.4	41.1	2.6	3.8	6.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	261	142090.1	142140.0	349472.0	349521.9	49.9	00:02:22:163	00:02:22:247	-	-	-	-	-	-	-	556.5	552.2	595.0	551.3	1.7	3308.2	5457.8	266.9	36.3	88.5	33.3	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	265	142140.0	142289.7	349521.9	349671.7	149.8	00:02:22:247	00:02:22:372	594.5	549.0	47.4	40.9	2.5	1.2	3.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	262	142289.7	142339.7	349671.7	349721.6	50.0	00:02:22:372	00:02:22:413	-	-	-	-	-	-	-	594.6	546.6	645.5	554.0	2.4	4604.9	7421.5	292.1	48.7	122.2	33.3	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	266	142339.7	142639.2	349721.6	350021.2	299.5	00:02:22:413	00:02:22:747	642.5	552.1	49.2	41.6	2.6	5.3	8.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	263	142639.2	142689.4	350021.2	350071.4	50.2	00:02:22:747	00:02:22:788	-	-	-	-	-	-	-	642.9	545.0	685.8	545.3	2.0	4025.3	6119.5	445.4	41.0	105.1	33.2	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	267	142689.4	143038.6	350071.4	350420.6	349.2	00:02:22:788	00:02:23:122	687.2	534.9	49.1	42.1	2.5	9.6	10.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	264	143038.6	143088.5	350420.6	350470.5	49.9	00:02:23:122	00:02:23:163	-	-	-	-	-	-	-	682.1	532.9	717.0	535.5	1.4	1556.0	2449.3	576.9	34.5	57.1	66.6	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	268	143088.5	143404.6	350470.5	350786.6	316.1	00:02:23:163	00:02:23:496	715.6	536.7	47.9	42.4	2.4	5.2	6.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	265	143404.6	143454.7	350786.6	350836.6	50.1	00:02:23:496	00:02:23:537	-	-	-	-	-	-	-	714.8	538.7	780.1	548.5	3.0	7956.3	12051.6	397.8	68.3	191.6	33.3	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	269	143454.7	143587.7	350836.6	350969.7	133.0	00:02:23:537	00:02:23:662	780.7	549.6	48.5	42.0	2.5	3.9	4.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	266	143587.7	143637.9	350969.7	351019.8	50.2	00:02:23:662	00:02:23:746	-	-	-	-	-	-	-	780.1	548.1	762.9	553.2	0.9	865.6	1069.8	723.0	19.5	26.9	66.4	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	270	143637.9	143970.5	351019.8	351352.5	332.7	00:02:23:746	00:02:24:037	765.1	550.0	48.7	41.9	2.6	3.4	7.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	267	143970.5	144020.6	351352.5	351402.5	50.0	00:02:24:037	00:02:24:079	-	-	-	-	-	-	-	766.5	546.8	800.3	545.9	1.5	2708.7	4503.5	136.4	33.2	75.7	32.9	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	271	144020.6	144386.4	351402.5	351768.3	365.8	00:02:24:079	00:02:24:454	795.6	534.4	47.5	40.1	2.4	20.3	27.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	268	144386.4	144436.4	351768.3	351818.3	50.0	00:02:24:454	00:02:24:496	-	-	-	-	-	-	-	786.6	533.4	843.6	543.4	2.6	2656.9	5819.6	288.8	54.3	95.6	33.3	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	272	144436.4	144619.3	351818.3	352001.3	183.0	00:02:24:496	00:02:24:704	839.1	541.4	47.5	41.9	2.6	2.9	2.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	269	144619.3	144702.5	352001.3	352084.5	83.2	00:02:24:704	00:02:24:787	-	-	-	-	-	-	-	839.5	540.8	613.8	566.6	9.8	6778.5	15384.6	644.4	127.1	299.4	40.1	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	273	144702.5	144835.7	352084.5	352217.6	133.1	00:02:24:787	00:02:24:912	614.5	564.5	49.3	41.4	2.6	3.2	7.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	270	144835.7	144885.6	352217.6	352267.5	49.9	00:02:24:912	00:02:24:954	-	-	-	-	-	-	-	617.3	561.8	559.1	567.0	2.6	4747.8	7977.7	403.8	55.4	129.8	33.3	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	274	144885.6	145068.6	352267.5	352450.6	183.1	00:02:24:954	00:02:25:162	561.2	567.0	48.5	41.6	2.6	3.8	3.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	271	145068.6	145118.6	352450.6	352500.6	50.0	00:02:25:162	00:02:25:204	-	-	-	-	-	-	-	560.8	564.9	546.4	567.1	0.6	2210.7	3518.2	322.3	20.7	49.3	33.3	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Visual Intake	Binocular	275	145118.6	145251.7	352500.6	352633.6	133.1	00:02:25:204	00:02:25:329	547.4	564.7	47.9	41.5	2.6	1.1	2.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial001	207381.9	Connor-1-recording.avi	0.0	528458.2	Connor	Coral	93.9	Eye	Saccade	Binocular	272	145251.7	145285.0	352633.6	352666.9	33.3	00:02:25:329	00:02:25:371	-	-	-	-	-	-	-	546.2	564.0	563.1	573.6	0.8	1885.7	3435.2	336.1	29.1	53.9	50.1	-	-	-	-	-	-	-	-	-
